Stop,Ridership,Downtown
5600 W / 6200 S,9,0
Fort Union Blvd @ 910 E,9,0
1300 E @ 4550 S,9,0
Murray Blvd / Vine St,9,0
South Union Ave @ 1092 E,9,0
1300 E @ 1749 S,9,0
Meadowbrook Expwy @ 950 W,9,0
Pioneer Rd / 1700 S,9,0
900 W / 2000 S,9,0
5400 S / Ridgecrest Dr,8,0
4700 S @ 2750 W,8,0
3900 S @ 201 E,8,0
State St @ 8385 S,8,0
Redwood Rd / Crystal Ridge,8,0
Copper City Dr / Plumbago Ave,8,0
Winchester St / 800 E,8,0
3300 S @ 1001 E,8,0
4100 S @ 4016 W,8,0
2300 E @ 4657 S,8,0
State St @ 503 S,8,0
1000 E @ 7778 S,8,0
State St @ 6150 S,8,0
Redwood Rd @ 1125 S,8,0
Redwood Rd / 300 N,8,0
900 W / 900 S,8,0
2100 S / 2000 E,8,0
South Union Ave @ 1165 E,8,0
3500 S / 4600 W,8,0
900 E / 3700 S,8,0
Redwood Rd @ 2327 S,8,0
900 W / Fremont Ave,8,0
Guardsman Way / Sunnyside Ave,8,0
9000 S @ 3898 W,8,0
900 E / 3385 S,8,0
700 W / 3500 S,8,0
Meadowbrook Expwy @ 1150 W,8,0
Redwood Rd @ 1506 S,8,0
Bruin Blvd @ 2090 W,8,0
Jordan Landing Blvd @ 7661 S,8,0
9th Ave / I St,8,0
9th Ave / E St,8,0
500 E / Lambourne Ave,8,0
2200 W @ 3874 S,8,0
State St @ 5615 S,8,0
900 S / Amanda Ave,8,0
Highland Dr @ 4675 S,8,0
Highland Dr @ 6271 S,8,0
1300 E @ 1335 S,8,0
900 E / 4125 S,8,0
State St @ 2547 S,8,0
1700 S @ 116 E,8,0
Redwood Rd @ 4070 S,8,0
State St @ 4824 S,8,0
Redwood Rd @ 8001 S,8,0
600 N / 1300 W,8,0
Highland Dr @ 8633 S,8,0
500 E / Farmer Alumni Dr,8,0
3800 S @ 2311 W,8,0
State St @ 4930 S,8,0
900 W / 1750 S,8,0
3900 S @ 3077 E,8,0
8400 W / 3100 S,7,0
Gregson Ave @ 111 W,7,0
Highland Dr @ 4175 S,7,0
9th Ave / L St,7,0
Highland Dr @ 8089 S,7,0
Atherton Dr @ 1025 W,7,0
300 W / Fayette Ave,7,0
1300 E @ 4389 S,7,0
Redwood Rd @ 9375 S,7,0
Redwood Rd / 4200 S,7,0
Magna Main St / 8590 W,7,0
1300 E @ 4545 S,7,0
Murray Holladay Rd @ 1885 E,7,0
Redwood Rd @ 3430 S,7,0
3300 S @ 398 E,7,0
500 E / Garden Ave,7,0
Fort Union Blvd @ 671 E,7,0
900 E / Princeton Ave,7,0
5400 S / 4800 W,7,0
1300 E @ 5581 S,7,0
900 W @ 3595 S,7,0
3900 S @ 547 W,7,0
Greenwood Ter / Sunnyside Ave,7,0
1300 E @ 2455 S,7,0
1300 E @ 4730 S,7,0
Highland Dr @ 3125 S,7,0
Fort Union Blvd @ 1285 E,7,0
4700 S @ 3230 W,7,0
Highland Dr @ 4805 S,7,0
Cougar Ln @ 6865 S,7,0
Atherton Dr @ 4533 S,7,0
2200 W @ 4512 S,7,0
4700 S @ 5407 W,7,0
2200 W @ 4519 S,7,0
Winchester St / 525 E,7,0
L St / 3rd Ave,7,0
1700 S @ 314 E,7,0
900 E / White Maple Way,7,0
4100 S @ 4820 W,7,0
State St @ 6801 S,7,0
1300 E @ 7075 S,7,0
Redwood Rd / 6900 S,7,0
Bennion Blvd @ 1652 W,7,0
4715 S @ 4036 W,7,0
900 W @ 3590 S,7,0
2nd Ave / Canyon Rd,7,0
4700 S @ 4975 W,7,0
State St @ 5898 S,7,0
3900 S @ 54 W,7,0
4000 W @ 4071 S,7,0
3300 S @ 2103 E,7,0
Dixie Dr @ 6260 S,6,0
Fort Union Blvd @ 2181 E,6,0
Redwood Rd @ 2650 S,6,0
500 E / Delno Dr,6,0
Redwood Rd @ 9843 S,6,0
Jordan Landing Blvd. @ 7535 S,6,0
State St @ 4601 S,6,0
3800 S @ 2314 W,6,0
Murray Blvd @ 4889 S,6,0
River Front Pkwy @ 10903 S,6,0
1820 S / 3350 W,6,0
400 S / 765 W,6,0
Highland Dr @ 7215 S,6,0
500 E / Millcreek Way,6,0
4100 S @ 3991 W,6,0
300 W / 900 S,6,0
Cougar Ln @ 6425 S,6,0
Dixie Dr @ 6267 S,6,0
1820 S / 3600 W,6,0
3500 S / 5450 W,6,0
4700 S @ 3980 W,6,0
900 E / Yale Ave,6,0
Fort Union Blvd @ 1000 E,6,0
5400 S / Rocky Ridge Rd,6,0
State St @ 4190 S,6,0
Meadowbrook Expwy @ 1035 W,6,0
900 E / 5290 S,6,0
Constitution Blvd @ 3601 S,6,0
9000 S @ 3913 W,6,0
4800 W @ 3550 S,6,0
4015 W @ 5338 S,6,0
State St @ 3750 S,6,0
1300 E @ 7046 S,6,0
4500 S / Gordon Ln,6,0
1700 S @ 920 E,6,0
4000 W @ 8579 S,6,0
3300 S @ 796 E,6,0
State St @ 6954 S,6,0
Fort Union Blvd @ 1445 E,6,0
7800 S @ 110 E,6,0
Redwood Rd / Allegheny Dr,6,0
Redwood Rd @ 6425 S,6,0
M St / 6th Ave,6,0
4500 S @ 501 E,6,0
1000 E @ 7755 S,6,0
Redwood Rd / 3550 S,6,0
Dixie Dr @ 6741 S,6,0
2200 W @ 4681 S,6,0
3300 S @ 2010 E,6,0
1300 E @ 1875 S,6,0
1300 E @ 3200 S,6,0
Redwood Rd / Sunset Ave,6,0
4015 W @ 5781 S,6,0
7800 S @ 740 E,6,0
900 S / 1500 E,6,0
4715 S @ 4181 W,6,0
Highland Dr @ 2745 S,6,0
Redwood Rd / Sunrise Pl,6,0
400 S @ 1179 W,6,0
1300 E @ 5263 S,6,0
900 W / 700 S,6,0
1300 E @ 1724 S,6,0
4100 S @ 3657 W,6,0
Redwood Rd @ 6220 S,6,0
Redwood Rd @ 4210 S,6,0
State St @ 7009 S,6,0
State St @ 6200 S,5,0
3300 S @ 1226 W,5,0
4100 S @ 4777 W,5,0
Wasatch Blvd @ 3305 S,5,0
900 W / Fayette Ave,5,0
4500 S @ 2925 E,5,0
Guardsman Way / 500 S,5,0
Fort Union Blvd @ 2335 E,5,0
Highland Dr @ 3961 S,5,0
1700 S @ 113 E,5,0
1820 S / 3480 W,5,0
4700 S @ 2860 W,5,0
Highland Dr @ 5911 S,5,0
1300 E @ 1165 S,5,0
Fort Union Blvd @ 305 E,5,0
900 E / Southwood Dr,5,0
Redwood Rd @ 837 S,5,0
Redwood Rd / Leland Dr,5,0
Redwood Rd / 4900 S,5,0
Redwood Rd @ 625 S,5,0
Redwood Rd @ 9089 S,5,0
Clernates Dr @ 6598 S,5,0
Redwood Rd @ 1130 S,5,0
Highland Dr @ 3687 S,5,0
Redwood Rd / 600 S,5,0
Foothill Dr @ 1445 S,5,0
3900 S @ 725 E,5,0
Murray Holladay Rd @ 1366 E,5,0
300 W @ 805 N,5,0
Murray Holladay Rd @ 1776 E,5,0
Winchester St / 370 E,5,0
900 E / Atkin Ave,5,0
Foothill Dr @ 1825 S,5,0
3300 S @ 2375 E,5,0
1300 E @ 5780 S,5,0
Amazon Fulfillment Center,5,0
9150 W / 3000 S,5,0
900 E / Searle Ave,5,0
900 E / Austin Ave,5,0
State St @ 6888 S,5,0
Redwood Rd / 700 S,5,0
3300 S @ 2735 E,5,0
Redwood Rd / South Temple,5,0
5400 S / Walden Glen Dr,5,0
3000 E @ 6531 S,5,0
4000 W @ 6015 S,5,0
Highland Dr @ 6065 S,5,0
Redwood Rd @ 3575 S,5,0
3900 S @ 2681 E,5,0
Atherton Dr @ 4501 S,5,0
500 E / Bridlewood Dr,5,0
4000 W @ 4443 S,5,0
2700 S @ 1959 E,5,0
7800 S @ 665 E,5,0
State St @ 7087 S,5,0
State St @ 2363 S,5,0
Richmond St @ 2917 S,5,0
Redwood Rd @ 9185 S,5,0
1300 E @ 4989 S,5,0
3500 S / Patrick Dr,5,0
4700 S @ 4820 W,5,0
Redwood Rd / 7100 S,5,0
900 E / Gregson Ave,5,0
900 E / Best Ave,5,0
1700 S @ 881 E,5,0
900 W / 1400 S,5,0
Lodestone Ave / Trowbridge Way,5,0
Highland Dr @ 7817 S,5,0
4700 S @ 5585 W,5,0
Jordan Landing Blvd @ 7190 S,5,0
Fort Union Blvd @ 2285 E,5,0
West Temple @ 3112 S,5,0
4015 W @ 4878 S,5,0
2300 E @ 3883 S,5,0
Redwood Rd @ 705 S,5,0
300 W @ 610 N,5,0
Fort Union Blvd @ 1335 E,5,0
1700 S @ 1118 E,5,0
Jordan Landing Blvd @ 3700 W,5,0
900 E / Springview Dr,5,0
9th Ave / G St,5,0
3300 S @ 1219 W,5,0
Redwood Rd @ 3110 S,5,0
Redwood Rd / 5000 S,5,0
4715 S @ 4137 W,5,0
4000 W @ 8441 S,5,0
1700 S @ 520 E,5,0
1300 E @ 794 S,5,0
4015 W @ 4993 S,5,0
7800 S @ 530 E,5,0
Cougar Ln @ 6587 S,4,0
5400 S / Copper City Dr,4,0
700 W / Billinis Rd,4,0
3300 S @ 1108 E,4,0
State St @ 7220 S,4,0
3900 S @ 1485 E,4,0
State St @ 8531 S,4,0
1300 E @ 1784 S,4,0
4700 S @ 5265 W,4,0
Clernates Dr @ 6394 S,4,0
1300 E @ 4790 S,4,0
3300 S @ 2210 E,4,0
Highland Dr @ 4520 S,4,0
3500 S @ 3419 W,4,0
3300 S @ 1705 E,4,0
3rd Ave / M St,4,0
6200 S @ 2315 W,4,0
8400 W / Myron Ave,4,0
Meadowbrook Expwy @ 1520 W,4,0
State St @ 5775 S,4,0
1700 S @ 614 E,4,0
Arapeen Dr / Sunnyside Ave,4,0
1700 S @ 410 E,4,0
Dixie Dr @ 6515 S,4,0
Arapeen Dr / Komas Dr,4,0
Fort Union Blvd @ 2941 E,4,0
500 N / Cortez St,4,0
3900 S @ 398 E,4,0
Redwood Rd @ 3140 S,4,0
2nd Ave / C St,4,0
Richmond St @ 3017 S,4,0
1820 S / 3850 W,4,0
Creekside (Down),4,0
7th Ave / D St,4,0
900 W / Colmar Ave,4,0
1700 S @ 1315 E,4,0
7800 S @ 836 E,4,0
3650 S / Granger Dr,4,0
400 S / Concord St,4,0
4500 S @ 957 E,4,0
Redwood Rd @ 7230 S,4,0
900 E / 4000 S,4,0
3900 S @ 1965 E,4,0
4500 S @ 610 E,4,0
Fort Union Blvd @ 272 E,4,0
1000 E @ 7410 S,4,0
3900 S @ 1112 E,4,0
Redwood Rd / 6720 S,4,0
3300 S @ 2605 E,4,0
5400 S / Northwest Ave,4,0
7800 S @ 799 E,4,0
5600 W @ 4500 S,4,0
2400 S / Presidents Dr,4,0
L St / 9th Ave,4,0
Wasatch Blvd @ 3491 S,4,0
900 E / Vine St north,4,0
4500 S @ 1296 E,4,0
State St @ 8999 S,4,0
6200 S @ 4653 W,4,0
3900 S @ 1580 E,4,0
4100 S @ 4983 W,4,0
4700 S @ 1171 W,4,0
3900 S @ 718 E,4,0
Mario Capecchi Dr / Pollock Rd,4,0
2200 W @ 4342 S,4,0
4015 W @ 4851 S,4,0
Fort Union Blvd @ 2344 E,4,0
3500 S / 5020 W,4,0
Cougar Ln @ 5535 S,4,0
3600 W / 2340 S,4,0
2nd Ave / A St,4,0
Foothill Dr @ 2278 S,4,0
L St / 6th Ave,4,0
Murray Blvd @ 5026 S,4,0
2200 W @ 4626 S,4,0
500 E / Warnock Ave,4,0
3600 W / 2750 S,4,0
4000 W @ 4390 S,4,0
4700 S @ 3395 W,4,0
3300 S @ 2340 E,4,0
Fort Union Blvd @ 380 E,4,0
500 E / Joye St,4,0
3600 W / Honda Ave,4,0
3300 S @ 1218 E,4,0
4000 W @ 3620 S,4,0
11400 S @ 1236 W,4,0
4000 W @ 4031 S,4,0
4500 S @ 3124 E,4,0
3900 S @ 2312 E,4,0
5600 W @ 4219 S,4,0
3500 S @ 3252 W,4,0
Fort Union Blvd @ 720 E,4,0
4000 W @ 4205 S,4,0
4500 S @ 601 E,4,0
3rd Ave / P St,4,0
4700 S @ 2570 W,4,0
2200 W @ 4435 S,4,0
Murray Holladay Rd @ 1868 E,4,0
3300 S @ 1655 E,4,0
3900 S @ 785 E,4,0
Cottonwood Pkwy @ 2916 E,4,0
3500 S / 5300 W,3,0
State St @ 5400 S,3,0
Highland Dr @ 4285 S,3,0
State St @ 7495 S,3,0
State St @ 9673,3,0
4500 S @ 2685 E,3,0
5600 W @ 4390 S,3,0
4700 S @ 1176 W,3,0
Redwood Rd @ 6877 S,3,0
Redwood Rd @ 3301 S,3,0
3300 S @ 2835 E,3,0
State St @ 4608 S,3,0
7800 S @ 430 E,3,0
900 E / Herbert Ave,3,0
Beck Street @ 1445 N,3,0
1700 S @ 722 E,3,0
4700 S @ 2963 W,3,0
Dixie Dr @ 6593 S,3,0
3900 S @ 2059 E,3,0
1700 S @ 87 W,3,0
1300 E @ 4155 S,3,0
State St @ 2849 S,3,0
Murray Holladay Rd @ 2051 E,3,0
1100 E @ 1229 S,3,0
4500 S @ 360 E,3,0
700 W @ 3600 S,3,0
3650 S / 3200 W,3,0
1700 E @ 2689 S,3,0
1700 S / Empire Rd,3,0
Redwood Rd @ 9024 S,3,0
3900 S @ 1328 E,3,0
Redwood Rd @ 5001 S,3,0
Copper City Dr / Black Mica,3,0
1000 E @ 7335 S,3,0
1300 E @ 4645 S,3,0
Highland Dr @ 5571 S,3,0
3600 W / Great Lakes Dr,3,0
Redwood Rd @ 6902 S,3,0
Highland Dr @ 3011 S,3,0
5600 W @ 4533 S,3,0
6200 S @ 4215 W,3,0
1300 E @ 4605 S,3,0
4100 S @ 5373 W,3,0
1300 E @ 1356 S,3,0
Redwood Rd @ 758 S,3,0
Redwood Rd @ 3770 S,3,0
Redwood Rd @ 7671 S,3,0
5600 W @ 4290 S,3,0
2300 E @ 4433 S,3,0
2300 E @ 4629 S,3,0
State St / 700,3,0
900 E / Garden Dr,3,0
9000 S @ 3805 W,3,0
1300 E @ 1134 S,3,0
400 S @ 1049 W,3,0
1300 E @ 3128 S,3,0
2700 W @ 4663 S,3,0
3200 W @ 3686 S,3,0
Komas Dr @ 650 S,3,0
Redwood Rd / 1600 S,3,0
3380 W @ 8814 S,3,0
CONSTITUTION BLVD @ 4400 S,3,0
Murray Holladay Rd @ 1660 E,3,0
6200 S @ 1611 W,3,0
8400 W / Western Dr,3,0
3900 S @ 1200 E,3,0
Redwood Rd @ 2910 S,3,0
1300 E @ 3751 S,3,0
Murray Blvd @ 5039 S,3,0
1820 S / 3730 W,3,0
Edgehill St @ 2808 S,3,0
4700 S @ 3650 W,3,0
4800 W @ 4667 S,3,0
1300 E @ 1079 S,3,0
Fort Union Blvd @ 395 E,3,0
7000 S @ 4825 W,3,0
3100 S @ 4149 W,3,0
Redwood Rd / 4875 S,3,0
4000 W @ 4544 S,3,0
1300 E @ 5656 S,3,0
Foothill Dr @ 2330 S,3,0
3rd Ave / N St,3,0
4000 W @ 8480 S,3,0
4800 W @ 3169 S,3,0
Mario Capecchi / North Campus,3,0
4000 W @ 6028 S,3,0
Dixie Dr @ 6506 S,3,0
3300 S @ 3298 E,3,0
4015 W @ 5601 S,3,0
Redwood Rd @ 1515 S,3,0
3500 S @ 3492 W,3,0
State St @ 5995 S,3,0
700 W @ 3575 S,3,0
900 E / Emerson Ave,3,0
Redwood Rd @ 7121 S,3,0
Fort Union Blvd @ 2691 E,3,0
1700 S / Fremont Dr,3,0
Redwood Rd @ 8405 S,3,0
9400 S @ 1108 E,3,0
Fort Union Blvd @ 1540 E,3,0
Fort Union Blvd @ 26 W,3,0
3100 S @ 4617 W,3,0
Fort Union Blvd @ 1150 E,3,0
Main St / Hillside Ave,3,0
3100 S @ 3596 W,3,0
9400 S @ 1356 E,3,0
3200 W @ 4068 S,3,0
Clernates Dr @ 6852 S,3,0
Redwood Rd @ 8380 S,3,0
1300 E @ 4001 S,3,0
Guardsman Way / 700 S,3,0
900 E / Elgin Ave,3,0
1300 E @ 6105 S,3,0
1730 S @ 4512 W,3,0
500 E / Malibu Dr,3,0
State St @ 5525 S,3,0
9150 W / 2900 S,3,0
3300 S @ 1070 W,3,0
State St @ 6098 S,3,0
South Jordan Pkwy @ 1330 W,3,0
Murray Holladay Rd @ 1981 E,3,0
3200 W @ 3985 S,3,0
1300 E @ 6980 S,3,0
900 E / Arrowhead Ln,3,0
4500 S @ 740 E,3,0
Redwood Rd @ 10173 S,3,0
River Front Pky @ 10834 S,3,0
Temple Drive @ 10765 S,3,0
1700 S @ 20 W,3,0
Pioneer Rd / Bridger Rd,3,0
4000 W @ 4036 S,3,0
3rd Ave / T St,3,0
900 E / Crandall Ave,3,0
3100 S @ 3555 W,3,0
4100 S @ 3577 W,3,0
4500 S @ 816 E,3,0
State St @ 6206 S,3,0
3500 S @ 2040 W,3,0
Redwood Rd @ 3634 S,3,0
8400 W / 2910 S,3,0
Redwood Rd @ 3670 S,3,0
State St @ 2588 S,3,0
State St @ 7725 S,3,0
2200 W @ 3853 S,3,0
3200 W / 4100 S,2,0
State St @ 8881 S,2,0
6200 S @ 4485 W,2,0
4500 S @ 1199 E,2,0
State St @ 6651 S,2,0
1700 E @ 2501 S,2,0
State St @ 8249 S,2,0
3500 S @ 1948 W,2,0
1700 S / Swaner Rd,2,0
Jimmy Doolittle Rd @ 346 N,2,0
1700 S @ 517 E,2,0
University St / South Temple,2,0
Vine St @ 79 W,2,0
UDOT Region Two,2,0
4500 S @ 1045 E,2,0
State St @ 8721 S,2,0
4700 S @ 5035 W,2,0
Beck St @ 915 N,2,0
1300 E @ 6375 S,2,0
Fort Union Blvd @ 1410 E,2,0
1000 E @ 7544 S,2,0
1700 S / Pioneer Rd,2,0
1700 E @ 2126 S,2,0
4000 W @ 5860 S,2,0
1300 E @ 4927 S,2,0
4100 S @ 4980 W,2,0
State St @ 8848 S,2,0
Dixie Dr @ 6778 S,2,0
Redwood Rd @ 7899 S,2,0
3900 S @ 2525 E,2,0
Fort Union Blvd @ 844 E,2,0
South Jordan Gateway @ 10428 S,2,0
3000 E @ 6967 S,2,0
Dixie Dr @ 6825 S,2,0
Redwood Rd @ 7210 S,2,0
Cougar Ln @ 6735 S,2,0
4800 W @ 4361 S,2,0
Fort Union Blvd @ 2748 E,2,0
1300 E @ 4618 S,2,0
Redwood Rd / Crystal Ridge Dr,2,0
State St @ 2354 S,2,0
Highland Dr @ 4565 S,2,0
4000 W @ 4288 S,2,0
5400 S / Appian Way,2,0
Cougar Ln @ 5576 S,2,0
2700 W @ 7795 S,2,0
1300 E @ 2680 S,2,0
State St @ 6895 S,2,0
Fort Union Blvd @ 1605 E,2,0
3300 S @ 3045 E,2,0
9000 S @ 3480 W,2,0
Little Cottonwood Rd @ 3125 E,2,0
4000 W @ 4206 S,2,0
2700 W @ 4521 S,2,0
1500 E @ 1381 S,2,0
State St @ 4721 S,2,0
2700 S @ 5520 W,2,0
Highland Dr @ 3020 S,2,0
Redwood Rd @ 2641 S,2,0
4015 W @ 5000 S,2,0
3900 S @ 985 E,2,0
4800 W @ 4115 S,2,0
Foothill Dr / Michigan Ave,2,0
1300 E @ 1078 S,2,0
Fort Union Blvd @ 1535 E,2,0
500 W @ 4609 S,2,0
Redwood Rd @ 3298 S,2,0
Cougar Ln @ 6007 S,2,0
Redwood Rd @ 1560 S,2,0
3900 S @ 630 E,2,0
900 W / Riley Cir,2,0
Highland Dr @ 2831 S,2,0
4100 S @ 3610 W,2,0
Redwood Rd / 7900 S,2,0
4700 S @ 3045 W,2,0
1700 S @ 9 W,2,0
State St @ 8631 S,2,0
4700 S @ 3050 W,2,0
Cougar Ln @ 6242 S,2,0
Redwood Rd @ 5230 S,2,0
2700 W @ 6245 S,2,0
Dixie Dr @ 6345 S,2,0
2000 E @ 2710 S,2,0
500 E / Burton Ave,2,0
1300 E @ 2466 S,2,0
300 W / 1830 S,2,0
1000 E @ 7415 S,2,0
7800 S @ 270 E,2,0
8400 W / Aleen Ave,2,0
South Jordan Pkwy @ 1667 W,2,0
5600 W / 4100 S,2,0
Foothill Dr @ 1250 S,2,0
Foothill Dr @ 1458 S,2,0
11400 S @ 1231 W,2,0
3300 S @ 2930 E,2,0
2200 W @ 4137 S,2,0
Richmond St @ 3010 S,2,0
Redwood Rd @ 9283 S,2,0
Highland Dr / 2100 S,2,0
Carlisle St @ 720 W,2,0
2700 S @ 1851 E,2,0
2700 W @ 5928 S,2,0
Murray Holladay Rd @ 2160 E,2,0
Highland Dr @ 5239 S,2,0
State St @ 8516 S,2,0
4015 W @ 5107 S,2,0
4015 W @ 5790 S,2,0
3300 S @ 2710 E,2,0
4100 S @ 4238 W,2,0
Dixie Dr @ 6394 S,2,0
Highland Dr @ 9145 S,2,0
Fort Union Blvd @ 1135 E,2,0
1300 E @ 1540 S,2,0
3900 S @ 184 E,2,0
4000 W @ 4267 S,2,0
2700 W @ 4726 S,2,0
Redwood Rd / Erickson Park Dr,2,0
4100 S @ 4395 W,2,0
9040 W / 2650 S,2,0
7000 S @ 4967 W,2,0
3rd Ave / R St,2,0
4715 S @ 4540 W,2,0
300 W / 600 N,2,0
2200 W @ 4254 S,2,0
Redwood Rd @ 7521 S,2,0
Highland Dr @ 4220 S,2,0
4100 S @ 4495 W,2,0
Northwest Ave @ 5383 S,2,0
2nd Ave / D St,2,0
900 E / Woodshire Ave,2,0
Highland Dr @ 6270 S,2,0
Fort Union Blvd @ 715 E,2,0
3900 S @ 2829 E,2,0
1300 E @ 5185 S,2,0
3200 W @ 3780 S,2,0
State St @ 8360 S,2,0
3100 S / Cyprus Ln,2,0
4100 S @ 4528 W,2,0
3500 S @ 1575 W,2,0
3600 W / 2400 S,2,0
Fort Union Blvd @ 1701 E,2,0
2300 E @ 4550 S,2,0
Redwood Rd / Bora Bora Dr / Drake L,2,0
Wasatch Blvd @ 4005 S,2,0
Redwood Rd @ 8220 S,2,0
4100 S @ 5171 W,2,0
Highland Dr @ 3525 S,2,0
3600 W / 2450 S,2,0
3100 S @ 3157 W,2,0
1700 S @ 1264 E,2,0
1300 E @ 3643 S,2,0
1700 S @ 1079 E,2,0
4700 S @ 5040 W,2,0
5600 W @ 4677 S,2,0
Clernates Dr @ 6494 S,2,0
700 N / Riverside Dr,2,0
Highland Dr @ 2790 S,2,0
Magna Senior Center,2,0
Foothill Dr / 2100 E,2,0
Jordan Landing Blvd / 7800 S NB,2,0
4500 S @ 2322 E,2,0
4100 S / 4000 W,2,0
1700 S @ 1488 E,2,0
3100 S @ 3941 W,2,0
3900 S @ 1377 E,2,0
Wasatch Blvd @ 4305 S,2,0
1500 E @ 1429 S,2,0
3100 S @ 2801 W,2,0
7800 S @ 567 E,2,0
Redwood Rd @ 4935 S,2,0
4800 W @ 4505 S,2,0
4800 W @ 4688 S,2,0
Pieper Blvd @ 5111 S,2,0
Westsams Blvd @ 4896 S,2,0
7800 S @ 170 E,2,0
Jordan Landing Blvd @ 7321 S,2,0
4700 S @ 2821 W,2,0
Silver Lake / Brighton Store (Up),2,0
8400 W / 3410 S,2,0
2000 E @ 3207 S,2,0
North Frontage Rd / 2900 W,2,0
4100 S @ 4179 W,2,0
1300 E @ 4085 S,2,0
2700 W @ 5283 S,2,0
Fort Union Blvd @ 1860 E,2,0
1300 E @ 6775 S,2,0
4100 S @ 5206 W,2,0
4700 S @ 4622 W,2,0
Chipeta Way / 450 S,2,0
Cottonwood Pkwy @ 2890 E,2,0
3500 S / Celebration Dr,2,0
Wakara Way / Chipeta Dr,2,0
3900 S @ 1396 E,2,0
3600 W / 3250 S,2,0
Winchester St / Jefferson St,2,0
7000 S @ 5153 W,2,0
State St @ 5500 S,1,0
1300 W @ 6500 S,1,0
4100 S @ 5400 W,1,0
Redwood Rd @ 8347 S,1,0
4100 S @ 4412 W,1,0
4000 W @ 3961 S,1,0
Grizzly Way @ 7381 S,1,0
2300 E @ 4001 S,1,0
State St @ 7434 S,1,0
Cougar Ln @ 6307 S,1,0
1300 E @ 3487 S,1,0
5400 S / Rockford St,1,0
4100 S @ 3330 W,1,0
State St @ 5980 S,1,0
1700 S @ 90 W,1,0
3200 W @ 3837 S,1,0
Fort Union Blvd @ 2109 E,1,0
Centennial Pkwy @ 10115 S,1,0
Redwood Rd / 6600 S,1,0
State St @ 9044 S,1,0
1500 E @ 1305 S,1,0
2700 W @ 7520 S,1,0
4100 S @ 3477 W,1,0
Cougar Ln @ 6872 S,1,0
4800 W @ 3485 S,1,0
Highland Dr @ 3401 S,1,0
4000 W @ 7860 S,1,0
Highland Dr @ 2858 S,1,0
2100 S / 1260 W,1,0
Redwood Rd @ 4930 S,1,0
Fort Union Blvd @ 1857 E,1,0
300 W / Gregson Ave,1,0
2300 E @ 3918 S,1,0
1300 E @ 6535 S,1,0
2300 E @ 3378 S,1,0
Highland Dr @ 3795 S,1,0
400 S @ 1061 W,1,0
3100 S @ 4381 W,1,0
Fort Union Blvd @ 2477 E,1,0
4000 W @ 8055 S,1,0
3500 S @ 1405 W,1,0
4500 S @ 3101 E,1,0
2100 S / 1075 W,1,0
Grizzly Way @ 7761 S,1,0
Redwood Rd / 4350 S,1,0
4800 W @ 3668 S,1,0
4700 S @ 3400 W,1,0
4100 S @ 3470 W,1,0
State St @ 6548 S,1,0
Dixie Dr @ 6868 S,1,0
Highland Dr @ 2940 S,1,0
Fort Union Blvd @ 220 E,1,0
Highland Dr @ 8052 S,1,0
Highland Dr @ 5451 S,1,0
2700 S / McClelland St,1,0
1730 S @ 5381 W,1,0
6200 S @ 3363 W,1,0
Foothill Dr @ 2050 S,1,0
500 E / Stanley Ave,1,0
State St @ Winchester St,1,0
4980 W @ 4869 S,1,0
Highland Dr / 2700 S,1,0
Grizzly Way @ 8731 S,1,0
1700 E @ 1855 S,1,0
3100 S @ 3335 W,1,0
3500 S @ 1953 W,1,0
Redwood Rd @ 1001 S,1,0
1300 E @ 4084 S,1,0
Redwood Rd / 1000 S,1,0
300 W / 1700 S,1,0
Dixie Dr @ 6348 S,1,0
1100 E @ 1157 S,1,0
1300 E @ 4970 S,1,0
2300 E @ 3470 S,1,0
Holladay Blvd @ 4730 S,1,0
3300 S @ 1095 W,1,0
2000 E @ 3079 S,1,0
1300 E @ 4845 S,1,0
Grizzly Way @ 7366 S,1,0
1300 E @ 6725 S,1,0
3200 W @ 3887 S,1,0
9000 S @ 5167 W,1,0
3500 S @ 1530 W,1,0
Silver Fork Lodge (Up),1,0
Foothill Dr @ 1925 S,1,0
Fort Union Blvd @ 221 E,1,0
3200 W @ 3518 S,1,0
1700 S @ 271 W,1,0
River Front Pkwy @ 10996 S,1,0
Highland Dr / Simpson Ave,1,0
3300 S @ 2102 E,1,0
Highland Dr @ 3128 S,1,0
4500 S @ 2411 E,1,0
4800 W @ 4068 S,1,0
3200 W / 4060 S,1,0
Constitutional Blvd @ 3779 S,1,0
1300 E @ 5455 S,1,0
Redwood Rd @ 4272 S,1,0
3900 S @ 1881 E,1,0
1500 E @ 1298 S,1,0
2000 E @ 2831 S,1,0
Vine St @ 61 E,1,0
4700 S @ 1546 W,1,0
1300 E @ 1418 S,1,0
